rep,disparity,auc_mask,r2_within,r2_loso,r2_loso_mask,mask_gain,censor_rate
99,0.05,0.5800259259259258,0.21555532328477434,0.32685091213266526,0.32685091213266526,0.0,0.06593055555555556
0,0.1,0.6468861111111112,0.21452009468566013,0.2463062754126033,0.24665734236149117,0.00035106694888786816,0.08456944444444445
1,0.1,0.6257072916666667,0.33055608618540533,0.3860854245239027,0.38816033095191715,0.0020749064280144447,0.082
2,0.1,0.6086464120370371,0.38272699755866624,0.42721874522775927,0.42721874522775927,0.0,0.08141666666666666
3,0.1,0.6463846064814814,0.33595796387332877,0.47798185009787564,0.47716277545808283,-0.000819074639792805,0.08448611111111111
4,0.1,0.6369346064814815,0.39215146366819764,0.39721293121387524,0.39775129180265245,0.0005383605887772092,0.08366666666666667
5,0.1,0.6393768518518518,0.3041405815782209,0.41579283071892637,0.4155364716595975,-0.00025635905932885894,0.08523611111111111
6,0.1,0.6266731481481481,0.1342952962304601,0.3034892399313279,0.30339207972698623,-9.716020434169526e-05,0.08030555555555556
7,0.1,0.6392072916666666,0.2607209230378019,0.24515169607643839,0.24487148378477874,-0.0002802122916596428,0.08383333333333333
8,0.1,0.6390471064814814,0.26870407932097895,0.30855409036334436,0.3082876880808786,-0.0002664022824657719,0.08402777777777778
9,0.1,0.6443177083333333,0.08168757058695664,0.2650883857338616,0.2642011197951514,-0.0008872659387102466,0.08551388888888889
10,0.1,0.635571875,0.398589806095766,0.43644012824899325,0.43644012824899325,0.0,0.083
11,0.1,0.6490239583333334,0.26016177672957075,0.2683591242896425,0.2684050747666126,4.595047697009136e-05,0.08388888888888889
12,0.1,0.6249427083333333,0.3111777146410408,0.3534986050496244,0.3534986050496244,0.0,0.08143055555555556
13,0.1,0.6360070601851852,0.3288655419092089,0.3956024761083514,0.3977880443986517,0.002185568290300255,0.08373611111111111
14,0.1,0.6440116898148148,0.23190786437234645,0.3016192298593793,0.3015384650172661,-8.076484211316792e-05,0.08365277777777778
15,0.1,0.630068287037037,0.04826984230638842,0.23661538054942477,0.2367938103096381,0.0001784297602133167,0.08279166666666667
