rep,disparity,auc_mask,r2_within,r2_loso,r2_loso_mask,mask_gain,r2_pooled,r2_pooled_mask,mask_gain_pooled,inflation,censor_rate
47,0.05,0.552485648148148,0.17457974441851598,0.29620720184682936,0.29657605554079003,0.000368853693960669,0.27283832816663833,0.27283832816663833,0.0,-0.023368873680191027,0.06631944444444444
48,0.05,0.5533464120370372,0.23925753135674477,0.2228018084574318,0.22260714032730256,-0.00019466813012924966,0.2309886223297689,0.2309886223297689,0.0,0.008186813872337106,0.06533333333333333
49,0.05,0.5636034722222223,0.2737285262992427,0.3807818176432358,0.3808753295273226,9.351188408679434e-05,0.36934839176042555,0.36934839176042555,0.0,-0.011433425882810266,0.06641666666666667
50,0.05,0.5611672453703704,0.20354238282521453,0.21238261540095738,0.21235844981239882,-2.4165588558555662e-05,0.21206777650386233,0.21206777650386233,0.0,-0.00031483889709504886,0.06594444444444444
51,0.05,0.5681506944444444,0.3302726133886832,0.40712171820050835,0.40744503066227056,0.0003233124617622041,0.43708732506599546,0.43708732506599546,0.0,0.029965606865487104,0.06608333333333333
52,0.05,0.5755277777777777,0.23920814079052366,0.36995007197204677,0.3697658626156328,-0.00018420935641394465,0.35912432709492603,0.35912432709492603,0.0,-0.010825744877120735,0.06720833333333333
53,0.05,0.5671206018518519,0.205019078164572,0.36850417213078723,0.3686331649462461,0.00012899281545886154,0.31148248134917456,0.31148248134917456,0.0,-0.05702169078161268,0.06547222222222222
54,0.05,0.5655362268518518,0.17150421320704368,0.32337035722217056,0.32346595347077134,9.55962486007822e-05,0.30647484890579235,0.30647484890579235,0.0,-0.016895508316378205,0.06666666666666667
55,0.05,0.5687453703703703,0.3560049485213125,0.3390010275369232,0.3388271093147752,-0.00017391822214796182,0.35296780832099084,0.35296780832099084,0.0,0.013966780784067656,0.0656111111111111
56,0.05,0.5703832175925926,0.21610649392199122,0.3351774039575932,0.33520539668965,2.7992732056780767e-05,0.30697920834406733,0.30697920834406733,0.0,-0.028198195613525878,0.06659722222222222
57,0.05,0.5777229166666666,0.34513496494431284,0.35438558386067653,0.3547308324383246,0.0003452485776480607,0.3780787796867181,0.3780787796867181,0.0,0.02369319582604157,0.06670833333333333
